Lat,Lng,Altitude(f,Accuracy,Date2
34.164250000000003,-118.523799999999994,"800","10",2019-09-10 20:07:04-07:00
34.167619999999999,-118.533000000000001,"800","10",2019-09-10 20:08:23-07:00
34.170120000000004,-118.539199999999994,"790","10",2019-09-10 20:09:42-07:00
34.172609999999999,-118.549599999999998,"797","10",2019-09-10 20:11:11-07:00
34.172809999999998,-118.560400000000001,"823","10",2019-09-10 20:12:29-07:00
34.172059999999995,-118.567999999999998,"833","10",2019-09-10 20:13:48-07:00
34.170980000000000,-118.571100000000001,"829","50",2019-09-10 20:15:09-07:00
34.166899999999998,-118.584299999999999,"924","10",2019-09-10 20:16:27-07:00
34.167770000000004,-118.597099999999998,"902","10",2019-09-10 20:17:44-07:00
34.166789999999999,-118.598200000000006,"931","10",2019-09-10 20:19:02-07:00
34.165720000000000,-118.599000000000004,"1013","10",2019-09-10 20:20:21-07:00
33.940210000000000,-118.406199999999998,"111","65",2019-09-11 13:23:11+02:00
32.904790000000006,-97.035799999999995,"570","65",2019-09-11 18:45:56+02:00
32.905590000000004,-97.036090000000002,"531","65",2019-09-11 18:48:03+02:00
32.905830000000002,-97.036410000000004,"537","65",2019-09-11 18:49:30+02:00
32.906459999999996,-97.036319999999989,"524","65",2019-09-11 18:51:50+02:00
